Player,height_in,weight_lb
Chris Quinn,74,185.0
Brian Quinnett,80,235.0
Lester Quiñones,77,208.0
Ivan Rabb,82,220.0
Luther Rackley,82,220.0
Howie Rader,73,190.0
Mark Radford,76,190.0
Wayne Radford,75,205.0
Dino Radja,83,225.0
Vladimir Radmanović,82,227.0
Aleksandar Radojević,87,250.0
Frank Radovich,80,235.0
Moe Radovich,72,160.0
Miroslav Raduljica,84,250.0
Ray Radziszewski,77,210.0
Ray Ragelis,76,205.0
Sherwin Raiken,74,185.0
Ed Rains,79,190.0
Igor Rakočević,75,183.0
Kurt Rambis,80,213.0
Peter John Ramos,87,275.0
Cal Ramsey,76,200.0
Frank Ramsey,75,190.0
Jahmi'us Ramsey,75,190.0
Ray Ramsey,74,165.0
Mark Randall,80,235.0
Chasson Randle,74,185.0
Julius Randle,81,250.0
Anthony Randolph,82,205.0
Shavlik Randolph,82,240.0
Zach Randolph,81,250.0
Wally Rank,78,220.0
Kelvin Ransey,73,170.0
Sam Ranzino,73,185.0
Bobby Rascoe,76,205.0
Blair Rasmussen,84,250.0
Xavier Rathan-Mayes,76,208.0
George Ratkovicz,78,220.0
Ed Ratleff,78,195.0
Mike Ratliff,82,230.0
Theo Ratliff,82,225.0
Andy Rautins,76,190.0
Leo Rautins,80,215.0
Allan Ray,74,190.0
Clifford Ray,81,230.0
Don Ray,77,190.0
James Ray,80,215.0
Jim Ray,73,180.0
Jimmy Rayl,74,175.0
Craig Raymond,83,235.0
Maxime Raynaud,85,250.0
Connie Rea,75,175.0
Duop Reath,81,245.0
Austin Reaves,77,197.0
Joe Reaves,77,210.0
Josh Reaves,76,214.0
Željko Rebrača,84,257.0
Eldridge Recasner,75,190.0
Michael Redd,78,220.0
Cam Reddish,79,230.0
Frank Reddout,77,195.0
JJ Redick,75,200.0
Marlon Redmond,78,188.0
Davon Reed,77,206.0
Hub Reed,81,215.0
Justin Reed,80,240.0
Paul Reed,81,210.0
Ron Reed,77,205.0
Willie Reed,83,245.0
Willis Reed,82,235.0
Alex Reese,81,245.0
Julian Reese,81,230.0
Antonio Reeves,77,205.0
Bryant Reeves,84,275.0
Khalid Reeves,75,199.0
Richie Regan,74,180.0
Don Rehfeldt,79,210.0
Billy Reid,77,190.0
Don Reid,80,250.0
J.R. Reid,81,247.0
Jim Reid,78,210.0
Naz Reid,81,264.0
Robert Reid,80,205.0
Ryan Reid,80,232.0
Jared Reiner,83,255.0
Chick Reiser,71,165.0
Richard Rellford,78,230.0
Terrence Rencher,75,185.0
John Rennicke,74,185.0
Bob Rensberger,74,170.0
Efthimios Rentzias,83,250.0
Shawn Respert,73,195.0
Kevin Restani,81,225.0
Cameron Reynolds,79,225.0
George Reynolds,76,195.0
Jerry Reynolds,80,200.0
Kendall Rhine,82,230.0
Jared Rhoden,77,210.0
Gene Rhodes,73,170.0
Rodrick Rhodes,78,225.0
Glen Rice,80,215.0
Glen Rice Jr.,78,206.0
Chris Richard,81,270.0
Will Richard,75,206.0
Nick Richards,83,245.0
Clint Richardson,75,195.0
Jase Richardson,73,180.0
Jason Richardson,78,220.0
Jeremy Richardson,78,185.0
Josh Richardson,77,200.0
Malachi Richardson,78,205.0
Michael Ray Richardson,77,189.0
Norm Richardson,77,190.0
Pooh Richardson,73,180.0
Quentin Richardson,78,223.0
Kadary Richmond,77,205.0
Mitch Richmond,77,215.0
John Richter,81,225.0
Dick Ricketts,79,215.0
Isaiah Rider,77,215.0
Jackie Ridgle,76,195.0
Luke Ridnour,74,175.0
Mel Riebe,71,180.0
Bob Riedy,78,215.0
Jim Riffey,76,200.0
Antoine Rigaudeau,79,210.0
Tom Riker,82,225.0
Bob Riley,81,235.0
Eric Riley,84,245.0
Pat Riley,76,205.0
Ron Riley,80,195.0
Will Riley,81,180.0
Grant Riller,74,190.0
Rich Rinaldi,75,195.0
Mike Riordan,76,200.0
Zaccharie Risacher,80,200.0
Arnie Risen,81,200.0
Tex Ritter,74,185.0
Ramón Rivas,82,260.0
Austin Rivers,76,200.0
David Rivers,72,170.0
Doc Rivers,76,185.0
Lee Robbins,75,175.0
Liam Robbins,84,250.0
Red Robbins,80,190.0
Andre Roberson,79,210.0
Anthony Roberson,74,180.0
Rick Roberson,81,231.0
Terrance Roberson,79,215.0
Anthony Roberts,77,185.0
Bill Roberts,81,210.0
Brian Roberts,73,173.0
Fred Roberts,82,218.0
Joe Roberts,78,214.0
Lawrence Roberts,81,240.0
Marv Roberts,80,200.0
Stanley Roberts,84,285.0
Alvin Robertson,76,185.0
Oscar Robertson,77,205.0
Ryan Robertson,77,190.0
Tony Robertson,76,195.0
Rick Robey,83,230.0
Bernard Robinson,78,210.0
Chris Robinson,77,200.0
Cliff Robinson,81,220.0
Clifford Robinson,82,225.0
David Robinson,85,235.0
Devin Robinson,80,200.0
Duncan Robinson,79,215.0
Eddie Robinson,80,210.0
Flynn Robinson,73,185.0
Glenn Robinson,79,225.0
Glenn Robinson III,78,222.0
Jackie Robinson,78,210.0
Jamal Robinson,79,212.0
James Robinson,74,180.0
Jerome Robinson,77,190.0
Justin Robinson,73,195.0
Larry Robinson,75,180.0
Mitchell Robinson,84,240.0
Nate Robinson,69,180.0
Oliver Robinson,76,180.0
Orlando Robinson,82,235.0
Ronnie Robinson,80,200.0
Rumeal Robinson,74,195.0
Sam Robinson,79,190.0
Thomas Robinson,82,237.0
Truck Robinson,79,225.0
Wayne Robinson,80,217.0
Wil Robinson,74,175.0
Jeremiah Robinson-Earl,81,240.0
Bill Robinzine,79,230.0
Dave Robisch,82,235.0
Isaiah Roby,78,230.0
Red Rocha,81,185.0
John Roche,75,170.0
Gene Rock,69,155.0
Jack Rocker,77,185.0
David Roddy,77,255.0
Guy Rodgers,72,185.0
Dennis Rodman,79,210.0
Sergio Rodríguez,75,176.0
Lou Roe,79,220.0
Carlos Rogers,83,220.0
Harry Rogers,79,195.0
Johnny Rogers,82,225.0
Marshall Rogers,73,190.0
Rodney Rogers,79,235.0
Roy Rogers,82,235.0
Willie Rogers,75,185.0
Al Roges,76,195.0
Ken Rohloff,72,195.0
Kenny Rollins,72,168.0
Phil Rollins,74,185.0
Ryan Rollins,75,180.0
Tree Rollins,85,235.0
Lorenzo Romar,73,175.0
Rajon Rondo,73,180.0
Jerry Rook,77,219.0
Sean Rooks,82,250.0
Derrick Rose,75,200.0
Jalen Rose,80,210.0
Malik Rose,79,250.0
Rob Rose,77,180.0
Petey Rosenberg,70,165.0
Lennie Rosenbluth,76,190.0
Hank Rosenstein,76,185.0
Dick Rosenthal,77,205.0
Quinton Ross,78,195.0
Terrence Ross,78,206.0
Doug Roth,83,255.0
Scott Roth,80,212.0
Irv Rothenberg,79,215.0
Mickey Rottner,70,180.0
Dan Roundfield,80,205.0
Giff Roux,77,195.0
Ron Rowan,77,200.0
Curtis Rowe,79,225.0
Jackson Rowe,78,210.0
Jim Rowinski,80,250.0
Derrick Rowland,77,195.0
Brian Rowsom,81,220.0
Brandon Roy,78,215.0
Donald Royal,80,210.0
Reggie Royals,82,200.0
Bob Royer,70,155.0
Clifford Rozier,83,245.0
Terry Rozier,73,190.0
Ricky Rubio,74,190.0
Guy Rucker,83,265.0
Delaney Rudd,74,180.0
John Rudd,79,230.0
Damjan Rudež,82,228.0
John Rudometkin,78,205.0
Michael Ruffin,81,246.0
Trevor Ruffin,73,185.0
Paul Ruffner,82,225.0
Joe Ruklick,81,220.0
Jeff Ruland,82,240.0
Bob Rule,81,220.0
Jerry Rullo,70,165.0
Rayan Rupert,79,205.0
Stefano Rusconi,81,240.0
Brandon Rush,78,220.0
Kareem Rush,78,215.0
Bill Russell,82,215.0
Bryon Russell,79,225.0
Campy Russell,80,215.0
Cazzie Russell,77,218.0
D'Angelo Russell,75,193.0
Frank Russell,75,180.0
Pierre Russell,76,190.0
Rubin Russell,74,180.0
Walker Russell,77,195.0
Cormac Ryan,77,195.0
Matt Ryan,78,215.0
Arvydas Sabonis,87,279.0
Domantas Sabonis,82,240.0
Robert Sacre,84,270.0
Ed Sadowski,77,240.0
Kenny Sailors,70,175.0
Tidjane Salaün,82,207.0
John Salley,83,230.0
Hunter Sallis,76,185.0
John Salmons,78,207.0
Al Salvadori,81,220.0
Kevin Salvadori,84,231.0
Soumaila Samake,84,230.0
Luka Šamanić,82,227.0
Cheikh Samb,85,245.0
Brandon Sampson,77,184.0
JaKarr Sampson,79,214.0
Jamal Sampson,83,235.0
Ralph Sampson,88,228.0
Jermaine Samuels,78,230.0
Samardo Samuels,81,260.0
Pepe Sánchez,76,195.0
Al Sanders,79,240.0
Frankie Sanders,78,200.0
Jeff Sanders,80,225.0
Kobe Sanders,80,207.0
Larry Sanders,83,235.0
Melvin Sanders,77,210.0
Mike Sanders,78,210.0
Tom Sanders,78,210.0
Payton Sandfort,79,215.0
Ron Sanford,81,215.0
Adama Sanogo,81,245.0
Daniel Santiago,85,256.0
Bob Santini,77,190.0
Gui Santos,79,185.0
Wayne Sappleton,81,215.0
Ben Saraf,78,200.0
Dario Šarić,82,225.0
Alex Sarr,84,205.0
Olivier Sarr,82,240.0
Jason Sasser,79,225.0
Jeryl Sasser,78,200.0
Marcus Sasser,73,195.0
Tomáš Satoranský,79,210.0
Kenny Satterfield,74,186.0
Pep Saul,74,185.0
Woody Sauldsberry,79,220.0
Glynn Saulters,74,175.0
Fred Saunders,79,210.0
Don Savage,75,205.0
Predrag Savović,78,225.0
Alan Sawyer,77,195.0
Brian Scalabrine,81,241.0
Alex Scales,76,185.0
DeWayne Scales,80,208.0
Frank Schade,73,170.0
Ben Schadler,72,185.0
Herm Schaefer,72,175.0
Billy Schaeffer,77,200.0
Bob Schafer,75,195.0
Jordan Schakel,78,200.0
Ben Scharnus,74,173.0
Marv Schatzman,77,200.0
Fred Schaus,77,205.0
Danny Schayes,83,235.0
Dolph Schayes,80,220.0
Ossie Schectman,72,175.0
Steve Scheffler,81,250.0
Tom Scheffler,83,240.0
Baylor Scheierman,78,205.0
Dave Schellhase,75,205.0
Luke Schenscher,85,255.0
Herb Scherer,81,212.0
Dwayne Schintzius,85,260.0
Dale Schlueter,82,225.0
Otto Schnellbacher,76,185.0
Dick Schnittker,77,200.0
Russ Schoene,82,210.0
Admiral Schofield,77,241.0
Dave Scholz,80,220.0
Milt Schoon,79,230.0
Detlef Schrempf,82,235.0
Dennis Schröder,73,175.0
Howie Schultz,78,200.0
Dick Schulz,74,192.0
Roger Schurig,75,185.0
John Schweitz,78,210.0
Luis Scola,81,240.0
Fred Scolari,70,180.0
Alvin Scott,79,185.0
Brent Scott,82,250.0
Byron Scott,76,200.0
Charlie Scott,77,175.0
Dennis Scott,80,229.0
James Scott,78,180.0
Mike Scott,79,237.0
Ray Scott,81,215.0
Shawnelle Scott,82,250.0
Tre Scott,80,225.0
Willie Scott,77,210.0
Paul Scranton,77,230.0
Jay Scrubb,77,220.0
Carey Scurry,79,188.0
Dereon Seabron,77,180.0
Bruce Seals,80,210.0
Shea Seals,77,210.0
Malik Sealy,80,190.0
Ed Searcy,78,210.0
Kenny Sears,81,198.0
Mark Sears,72,185.0
Wayne See,75,190.0
Thabo Sefolosha,78,215.0
Rony Seikaly,83,230.0
Glen Selbo,75,196.0
Josh Selby,74,183.0
Wayne Selden,76,232.0
Brad Sellers,84,210.0
Phil Sellers,76,195.0
Rollie Seltz,70,165.0
Les Selvage,73,175.0
Frank Selvy,75,180.0
Jim Seminoff,74,190.0
Mouhamed Sene,83,230.0
George Senesky,74,179.0
Alperen Şengün,83,243.0
Brice Sensabaugh,78,235.0
Kevin Séraphin,81,285.0
Ansu Sesay,81,225.0
Ramon Sessions,75,190.0
Ha Seung-Jin,87,305.0
Tom Sewell,77,185.0
Collin Sexton,75,190.0
Paul Seymour,73,180.0
Nick Shaback,71,180.0
Lynn Shackelford,77,190.0
Charles Shackleford,83,245.0
Carl Shaeffer,75,185.0
Lee Shaffer,79,220.0
Mustafa Shakur,75,190.0
Landry Shamet,77,190.0
God Shammgod,72,169.0
Earl Shannon,71,170.0
Howie Shannon,74,175.0
Terrence Shannon Jr.,78,215.0
Chuck Share,83,235.0
Bill Sharman,73,175.0
Day'Ron Sharpe,82,265.0
Shaedon Sharpe,77,210.0
Walter Sharpe,81,245.0
John Shasky,83,235.0
Ron Shavlik,80,200.0
Brian Shaw,78,190.0
Casey Shaw,83,260.0
Marial Shayok,77,198.0
Bob Shea,74,194.0
Jamal Shead,73,200.0
Fred Sheffield,74,165.0
Craig Shelton,79,210.0
Lonnie Shelton,80,240.0
Tornike Shengelia,81,217.0
Billy Shepherd,70,160.0
Ben Sheppard,78,190.0
Jeff Sheppard,75,190.0
Reed Sheppard,74,185.0
Steve Sheppard,78,215.0
Ed Sherod,74,170.0
Charley Shipp,73,200.0
Paul Shirley,82,230.0
Gene Short,78,200.0
Purvis Short,79,210.0
Dexter Shouse,74,200.0
Dick Shrider,74,190.0
Gene Shue,74,170.0
Max Shulga,76,210.0
John Shumate,81,235.0
Iman Shumpert,77,212.0
Alexey Shved,78,190.0
Pascal Siakam,80,245.0
Jordan Sibert,76,187.0
Sam Sibert,79,215.0
Mark Sibley,74,175.0
Jerry Sichting,73,168.0
Don Sidle,80,215.0
Larry Siegfried,75,190.0
Ralph Siewert,85,230.0
Jack Sikma,83,230.0
James Silas,73,180.0
Paul Silas,79,220.0
Xavier Silas,77,205.0
Garret Siler,83,305.0
Mike Silliman,78,225.0
Chris Silva,80,234.0
Wayne Simien,81,255.0
Ben Simmons,82,240.0
Bobby Simmons,79,210.0
Cedric Simmons,81,235.0
Connie Simmons,80,222.0
Grant Simmons,75,190.0
Johnny Simmons,73,184.0
Jonathon Simmons,78,195.0
Kobi Simmons,77,180.0
Lionel Simmons,79,210.0
Miles Simon,75,202.0
Walt Simon,78,200.0
Marko Simonovic,84,220.0
Anfernee Simons,75,200.0
Dickey Simpkins,81,248.0
KJ Simpson,74,189.0
Ralph Simpson,77,200.0
Zavier Simpson,72,190.0
Alvin Sims,76,235.0
Bob Sims,77,220.0
Courtney Sims,82,245.0
Doug Sims,79,195.0
Henry Sims,82,248.0
Jaylen Sims,78,210.0
Jericho Sims,82,250.0
Scott Sims,73,170.0
Kyle Singler,80,228.0
Sean Singletary,72,185.0
Chris Singleton,80,230.0
James Singleton,80,216.0
McKinley Singleton,77,175.0
Zeke Sinicola,70,165.0
Deividas Sirvydis,80,190.0
Charlie Sitton,80,210.0
Peyton Siva,72,185.0
Dmytro Skapintsev,85,260.0
Scott Skiles,73,180.0
Al Skinner,75,190.0
Brian Skinner,81,255.0
Tal Skinner,77,195.0
Whitey Skoog,71,180.0
Jeff Slade,78,220.0
Reggie Slater,79,215.0
Jim Slaughter,83,210.0
Jose Slaughter,77,205.0
Jalen Slawson,79,215.0
Tamar Slay,80,215.0
Donald Sloan,75,205.0
Jerry Sloan,77,195.0
Uroš Slokar,82,238.0
Tom Sluby,76,200.0
Alen Smailagić,82,215.0
Javon Small,73,190.0
Javonte Smart,76,205.0
Keith Smart,73,175.0
Marcus Smart,75,220.0
Belus Smawley,73,195.0
Jack Smiley,75,190.0
Adrian Smith,73,180.0
Al Smith,73,185.0
Bill Smith,77,190.0
Bingo Smith,77,195.0
Bobby Smith,76,190.0
Charles Smith,82,230.0
Chris Smith,75,190.0
Clinton Smith,78,210.0
Craig Smith,79,250.0
Deb Smith,75,180.0
Dennis Smith Jr.,74,205.0
Derek Smith,78,205.0
Don Smith,74,190.0
Donta Smith,79,215.0
Doug Smith,82,220.0
Dru Smith,74,203.0
Ed Smith,78,180.0
Elmore Smith,84,250.0
Garfield Smith,81,235.0
Greg Smith,77,195.0
Ish Smith,72,175.0
J.R. Smith,78,225.0
Jabari Smith,83,250.0
Jabari Smith Jr.,83,220.0
Jalen Smith,80,215.0
Jason Smith,84,240.0
Jerry Smith,74,190.0
Jim Smith,81,225.0
Joe Smith,82,225.0
John Smith,84,235.0
Josh Smith,81,225.0
Keith Smith,75,180.0
Ken Smith,79,185.0
Kenny Smith,75,170.0
LaBradford Smith,75,200.0
Larry Smith,80,215.0
Leon Smith,82,235.0
Malachi Smith,76,205.0
Michael Smith,82,225.0
Mike Smith,80,195.0
Nick Smith Jr.,74,185.0
Nolan Smith,74,185.0
Otis Smith,77,210.0
Pete Smith,78,205.0
Phil Smith,76,185.0
Randy Smith,75,180.0
Reggie Smith,82,240.0
Robert Smith,71,165.0
Russ Smith,72,165.0
Sam Smith,79,230.0
Steve Smith,80,200.0
Steven Smith,80,235.0
Stevin Smith,74,208.0
Terquavion Smith,76,160.0
Theron Smith,80,225.0
Tolu Smith,83,254.0
Tony Smith,75,185.0
Tyler Smith,81,224.0
Willie Smith,74,170.0
Zhaire Smith,75,205.0
Rik Smits,88,250.0
Mike Smrek,84,250.0
Joe Smyth,75,215.0
Xavier Sneed,77,215.0
Tony Snell,78,213.0
Eric Snow,75,190.0
Dick Snyder,77,207.0
Kirk Snyder,78,225.0
Chips Sobek,72,180.0
Ricky Sobers,75,198.0
Ron Sobie,75,185.0
Jeremy Sochan,80,230.0
Mike Sojourner,81,225.0
Willie Sojourner,80,225.0
Will Solomon,73,185.0
Willie Somerset,68,170.0
Darius Songaila,81,248.0
Dave Sorenson,80,225.0
James Southerland,80,215.0
Gino Sovran,74,175.0
Pape Sow,82,250.0
Ken Spain,81,225.0
Ray Spalding,82,215.0
Jim Spanarkel,77,190.0
Vassilis Spanoulis,76,195.0
Dan Sparks,80,200.0
Guy Sparrow,78,218.0
Rory Sparrow,74,175.0
Odie Spears,77,205.0
Art Spector,76,200.0
Marreese Speights,82,255.0
Omari Spellman,80,245.0
Andre Spencer,78,210.0
Cam Spencer,75,205.0
Elmore Spencer,84,270.0
Felton Spencer,84,265.0
Pat Spencer,74,205.0
Lou Spicer,74,195.0
Craig Spitzer,84,225.0
Tiago Splitter,83,245.0
Art Spoelstra,81,220.0
Bruce Spraggins,77,188.0
Latrell Sprewell,77,190.0
Larry Spriggs,79,230.0
Jaden Springer,76,202.0
Jim Springer,81,235.0
Jim Spruill,74,225.0
Ryan Stack,83,215.0
Jerry Stackhouse,78,218.0
Kevin Stacom,75,185.0
Erv Staggs,78,195.0
Bud Stallworth,77,190.0
Dave Stallworth,79,200.0
Ed Stanczak,73,185.0
Cassius Stanley,77,190.0
Terence Stansbury,77,170.0
John Starks,77,180.0
Keith Starr,78,190.0
Nik Stauskas,78,205.0
Larry Staverman,79,205.0
Larry Steele,77,180.0
Matt Steigenga,79,225.0
Vladimir Stepania,84,236.0
D.J. Stephens,77,188.0
Everette Stephens,74,175.0
Jack Stephens,75,185.0
Joe Stephens,79,210.0
Lance Stephenson,78,230.0
Alex Stepheson,82,270.0
Brook Steppe,77,195.0
Barry Stevens,77,195.0
Isaiah Stevens,71,185.0
Lamar Stevens,79,230.0
Wayne Stevens,75,185.0
DeShawn Stevenson,77,210.0
Dennis Stewart,78,220.0
Isaiah Stewart,80,250.0
Kebu Stewart,80,239.0
Larry Stewart,80,220.0
Michael Stewart,82,230.0
Norm Stewart,77,205.0
Greg Stiemsma,83,260.0
Steve Stipanovich,83,245.0
Bryant Stith,77,208.0
Sam Stith,74,185.0
Tom Stith,77,210.0
Alex Stivrins,80,220.0
David Stockton,71,165.0
John Stockton,73,170.0
Peja Stojaković,82,229.0
Ed Stokes,84,264.0
Greg Stokes,82,220.0
Jarnell Stokes,81,255.0
Maurice Stokes,79,232.0
Art Stolkey,73,180.0
Randy Stoll,79,235.0
Diamond Stone,83,255.0
George Stone,79,195.0
Julyan Stone,78,200.0
Awvee Storey,78,222.0
Damon Stoudamire,70,171.0
Salim Stoudamire,73,179.0
Amar'e Stoudemire,82,245.0
Paul Stovall,76,215.0
D.J. Strawberry,77,201.0
Joe Strawder,82,235.0
Julian Strawther,78,205.0
Bill Stricker,81,210.0
Erick Strickland,75,210.0
Mark Strickland,81,210.0
Rod Strickland,75,175.0
Roger Strickland,77,200.0
John Stroeder,82,260.0
Derek Strong,80,220.0
Lamont Strothers,76,190.0
John Stroud,79,215.0
Red Stroud,72,160.0
Max Strus,77,215.0
Rodney Stuckey,77,210.0
Gene Stump,74,185.0
Stan Stutz,70,170.0
Jalen Suggs,77,205.0
Gary Suiter,81,225.0
Jared Sullinger,81,260.0
DaJuan Summers,80,230.0
Edmond Sumner,76,190.0
Barry Sumpter,83,215.0
Don Sunderlage,73,180.0
Bruno Šundov,86,220.0
Jon Sundvold,74,170.0
Bob Sura,77,200.0
Dick Surhoff,76,210.0
George Sutor,80,235.0
Dane Suttle,75,190.0
Greg Sutton,74,170.0
Keith Swagerty,79,235.0
Bennie Swain,80,220.0
Caleb Swanigan,81,260.0
Norm Swanson,78,210.0
Dan Swartz,76,215.0
Mike Sweetney,80,275.0
Cole Swider,82,220.0
Robert Swift,84,245.0
Skeeter Swift,75,204.0
Stromile Swift,81,225.0
Aaron Swinson,77,230.0
Craig Sword,75,196.0
Pape Sy,79,225.0
Buck Sydnor,70,175.0
Keifer Sykes,71,167.0
Larry Sykes,81,255.0
Brett Szabo,83,230.0
Wally Szczerbiak,79,244.0
Walt Szczerbiak,78,210.0
Žan Tabak,84,245.0
Yuta Tabuse,69,165.0
Chris Taft,82,260.0
Sid Tanenbaum,72,160.0
Dragan Tarlać,82,260.0
Roy Tarpley,84,245.0
Levern Tart,74,195.0
Jae'Sean Tate,76,230.0
Earl Tatum,77,185.0
Jayson Tatum,80,210.0
Edy Tavares,87,260.0
Anthony Taylor,76,175.0
Brian Taylor,74,185.0
Donell Taylor,78,180.0
Fatty Taylor,72,175.0
Fred Taylor,77,180.0
Isaiah Taylor,75,170.0
Jay Taylor,75,190.0
Jeff Taylor,76,175.0
Jermaine Taylor,76,210.0
Johnny Taylor,81,220.0
Leonard Taylor,80,220.0
Maurice Taylor,81,260.0
Mike Taylor,74,165.0
Ollie Taylor,74,194.0
Ron Taylor,85,265.0
Terry Taylor,77,230.0
Tyshawn Taylor,75,185.0
Vince Taylor,77,180.0
Terry Teagle,77,195.0
Jeff Teague,75,195.0
Marquis Teague,74,189.0
Mirza Teletović,81,242.0
Sebastian Telfair,72,165.0
Jahmyl Telfort,79,225.0
Collis Temple,80,220.0
Garrett Temple,77,195.0
Miloš Teodosić,77,196.0
Ira Terrell,80,200.0
Jared Terrell,75,227.0
Carlos Terry,77,210.0
Chuck Terry,78,215.0
Claude Terry,76,195.0
Dalen Terry,78,195.0
Emanuel Terry,81,220.0
Jason Terry,74,185.0
Tyrell Terry,74,160.0
Jon Teske,85,265.0
Hasheem Thabeet,87,263.0
Tom Thacker,74,170.0
Floyd Theard,73,170.0
Daniel Theis,80,245.0
Reggie Theus,78,190.0
Peter Thibeaux,79,210.0
Bill Thieben,79,215.0
Adou Thiero,79,220.0
Justus Thigpen,73,160.0
David Thirdkill,79,195.0
Adonis Thomas,79,200.0
Billy Thomas,76,208.0
Brodric Thomas,77,185.0
Cam Thomas,75,210.0
Carl Thomas,76,175.0
Charles Thomas,75,175.0
Etan Thomas,81,256.0
Irving Thomas,80,225.0
Isaiah Thomas,69,185.0
Isiah Thomas,73,180.0
Jamel Thomas,78,215.0
James Thomas,80,235.0
Jim Thomas,75,190.0
Joe Thomas,78,205.0
John Thomas,81,265.0
Kenny Thomas,79,261.0
Khyri Thomas,75,210.0
Kurt Thomas,81,230.0
Lance Thomas,80,240.0
Malcolm Thomas,81,225.0
Matt Thomas,75,190.0
Ron Thomas,78,215.0
Terry Thomas,80,220.0
Tim Thomas,82,230.0
Tyrus Thomas,81,215.0
Willis Thomas,74,185.0
Trey Thompkins,82,245.0
Amen Thompson,79,200.0
Ausar Thompson,79,205.0
Bernard Thompson,78,210.0
Billy Thompson,79,195.0
Brooks Thompson,76,193.0
Corny Thompson,80,225.0
David Thompson,76,195.0
Dijon Thompson,79,195.0
Ethan Thompson,76,195.0
George Thompson,74,200.0
Hollis Thompson,80,206.0
Jack Thompson,73,185.0
Jason Thompson,83,250.0
John Thompson,82,225.0
Kevin Thompson,83,260.0
Klay Thompson,77,220.0
LaSalle Thompson,82,245.0
Mychal Thompson,82,226.0
Mychel Thompson,78,211.0
Paul Thompson,78,210.0
Stephen Thompson,76,185.0
Tristan Thompson,81,254.0
JT Thor,81,203.0
Skip Thoren,82,230.0
Rod Thorn,76,195.0
Al Thornton,80,220.0
Bob Thornton,82,225.0
Dallas Thornton,76,190.0
Marcus Thornton,76,205.0
Sindarius Thornwell,76,215.0
Otis Thorpe,82,248.0
Sedale Threatt,74,175.0
Nate Thurmond,83,225.0
Mel Thurston,72,175.0
Matisse Thybulle,77,202.0
Hal Tidrick,73,190.0
Dan Tieman,72,185.0
Killian Tillie,81,220.0
Darren Tillis,83,215.0
Xavier Tillman Sr.,80,245.0
Drew Timme,81,235.0
Jack Tingle,76,205.0
George Tinsley,77,205.0
Jamaal Tinsley,75,195.0
Wayman Tisdale,81,240.0
Mike Tobey,84,260.0
Isaiah Todd,81,219.0
Mike Todorovich,77,220.0
Ray Tolbert,81,225.0
Tom Tolbert,79,235.0
Anthony Tolliver,80,240.0
Dean Tolson,80,190.0
Rudy Tomjanovich,80,218.0
Nae'Qwan Tomlin,80,210.0
Andrew Toney,75,178.0
Sedric Toney,74,178.0
John Tonje,76,218.0
Andy Tonkovich,73,185.0
Andy Toolson,78,210.0
Jack Toomay,78,215.0
Bernard Toone,81,210.0
Nikola Topić,78,200.0
Jacob Toppin,81,200.0
Obi Toppin,81,220.0
Irv Torgoff,74,192.0
Gene Tormohlen,80,230.0
Óscar Torres,78,210.0
Juan Toscano-Anderson,78,209.0
Bill Tosheff,73,175.0
Bob Tough,72,185.0
Axel Toupane,79,210.0
Monte Towe,67,150.0
Keith Tower,83,250.0
Blackie Towery,76,210.0
Linton Townes,79,190.0
Karl-Anthony Towns,84,248.0
Raymond Townsend,75,175.0
Armel Traoré,81,246.0
Nolan Traoré,75,185.0
George Trapp,80,205.0
John Trapp,79,210.0
Luke Travers,78,207.0
Robert Traylor,80,284.0
Gary Trent,80,250.0
Gary Trent Jr.,77,204.0
Jeff Trepagnier,76,200.0
John Tresvant,79,215.0
Allonzo Trier,76,200.0
Dick Triptow,72,170.0
Kelly Tripucka,78,220.0
Ansley Truitt,81,215.0
Cezary Trybański,86,240.0
Jake Tsakalidis,86,285.0
John Tschogl,78,206.0
Oscar Tshiebwe,80,255.0
Lou Tsioropoulos,77,190.0
Nikoloz Tskitishvili,84,225.0
Al Tucker,80,190.0
Alando Tucker,78,205.0
Anthony Tucker,80,220.0
Jim Tucker,79,185.0
P.J. Tucker,77,245.0
Rayjon Tucker,75,209.0
Trent Tucker,77,193.0
Ronny Turiaf,82,249.0
Mirsad Türkcan,81,236.0
Hedo Türkoğlu,82,220.0
Andre Turner,71,160.0
Bill Turner,79,220.0
Elston Turner,77,190.0
Evan Turner,78,220.0
Gary Turner,79,200.0
Henry Turner,79,200.0
Herschell Turner,74,195.0
Jack Turner,76,170.0
Jeff Turner,81,230.0
John Turner,80,245.0
Myles Turner,83,250.0
Wayne Turner,74,190.0
Melvin Turpin,83,240.0
Dave Twardzik,73,175.0
Jack Twyman,78,210.0
B.J. Tyler,73,185.0
Jeremy Tyler,82,260.0
Terry Tyler,79,215.0
Charlie Tyra,80,230.0
Hunter Tyson,80,215.0
Jaylon Tyson,78,215.0
Edwin Ubiles,78,204.0
Ekpe Udoh,82,245.0
Ime Udoka,78,215.0
Beno Udrih,75,205.0
Roko Ukić,77,183.0
Tyler Ulis,70,160.0
Stanley Umude,78,210.0
Wes Unseld,79,245.0
Hal Uplinger,76,185.0
Kelvin Upshaw,74,180.0
Jarrod Uthoff,81,220.0
Ben Uzoh,75,205.0
Steve Vacendak,73,185.0
Jonas Valančiūnas,83,265.0
Darnell Valentine,73,183.0
Denzel Valentine,76,220.0
Ronnie Valentine,79,210.0
